"Part";"Value";"Device";"Package";"Description";"ARROW_PART_NUMBER";"ARROW_PRICE-STOCK";"DESCRIPTION";"HEIGHT";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MOUSER_PART_NUMBER";"MOUSER_PRICE-STOCK";"MOUSER_TESTING_PART_NUMBER";"MOUSER_TESTING_PRICE-STOCK";
"IC38";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC39";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC40";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC41";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC42";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC43";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC44";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC45";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC46";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC47";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC48";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC49";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC50";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC51";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC52";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC53";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"IC54";"2SA1362-GR,LF";"2SA1362-GR,LF";"2SA1362GRLF";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"";"";"PNP Transistor, VCEO=-15V, IC=-0.8A, hFE=200 to 400 in SOT-346   (S-Mini) package";"1.4mm";"Toshiba";"2SA1362-GR,LF";"757-2SA1362-GRLF";"https://www.mouser.co.uk/ProductDetail/Toshiba/2SA1362-GRLF?qs=bZr6mbWTK5kLJ9eOLrMUZg%3D%3D";"";"";
"J1";"M22-5320405";"M22-5320405";"HUSSP8W50P200_2X4_800X400X500P";"2.00mm (0.079") Pitch DIL Vertical SMT Pin Header, gold, 4+4 contacts";"";"";"2.00mm (0.079") Pitch DIL Vertical SMT Pin Header, gold, 4+4 contacts";"mm";"Harwin";"M22-5320405";"855-M22-5320405";"https://www.mouser.co.uk/ProductDetail/Harwin/M22-5320405?qs=WS5Jv%252B%252Bx1qVxYYIoWES7kw%3D%3D";"";"";
"J4";"J1011F01PNL";"J1011F01PNL";"J1011F01PNL";"Modular Connectors / Ethernet Connectors 1CT:1CT GRN/YEL";"J1011F01PNL";"https://www.arrow.com/en/products/j1011f01pnl/pulse-electronics-corporation?region=nac";"Modular Connectors / Ethernet Connectors 1CT:1CT GRN/YEL";"14.22mm";"Pulse";"J1011F01PNL";"673-J1011F01PNL";"https://www.mouser.co.uk/ProductDetail/Pulse-Electronics/J1011F01PNL?qs=8Pd6UH4uLB8hnov%252Bey5RRg%3D%3D";"";"";
"J6";"PRT-13612";"PRT-13612";"PRT13612";"THERMOCOUPLE CONN - PCC-SMP-K";"PRT-13612";"https://www.arrow.com/en/products/prt-13612/sparkfun-electronics";"THERMOCOUPLE CONN - PCC-SMP-K";"6.3mm";"SparkFun";"PRT-13612";"474-PRT-13612";"https://www.mouser.co.uk/ProductDetail/SparkFun/PRT-13612?qs=WyAARYrbSnbvS1kDzRVYBg%3D%3D";"";"";
"K1";"G6CU-1114P-US-DC3";"G6CU-1114P-US-DC3";"G6CU1114PUSDC3";"Electromechanical Relay SPST-NO 10A 3VDC 45Ohm Through Hole - Bulk";"";"";"Electromechanical Relay SPST-NO 10A 3VDC 45Ohm Through Hole - Bulk";"10mm";"Omron Electronics";"G6CU-1114P-US-DC3";"653-G6CU-1114P-USDC3";"https://www.mouser.co.uk/ProductDetail/Omron-Electronics/G6CU-1114P-US-DC3?qs=wkx8pu8tL7J61R5utGxXEw%3D%3D";"";"";
"PS1";"HLK-PM03";"HLK-PM03";"HLKPM03";"Power Module AC-DC Through Hole RoHS";"";"";"Power Module AC-DC Through Hole RoHS";"15mm";"Hi-Link";"HLK-PM03";"";"";"";"";
"R29";"100";"ERJ-PA3F1000V";"ERJP03_PA3_(0603)";"ERJPA3 Resistors 0.25W 0603 100R 1% Panasonic ERJPA3 Series Thick Film Surface Mount Resistor 0603 Case 100 +/-1% 0.25W +/-100ppm/C";"";"";"ERJPA3 Resistors 0.25W 0603 100R 1% Panasonic ERJPA3 Series Thick Film Surface Mount Resistor 0603 Case 100 +/-1% 0.25W +/-100ppm/C";"0.55mm";"Panasonic";"ERJ-PA3F1000V";"667-ERJ-PA3F1000V";"https://www.mouser.com/Search/Refine.aspx?Keyword=667-ERJ-PA3F1000V";"";"";
"R30";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
"R31";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
"R32";"39";"CR0402-FX-39R0GLF";"RESC1005X40N";"Thick Film Resistors - SMD 39 OHM 1%";"";"";"Thick Film Resistors - SMD 39 OHM 1%";"0.4mm";"Bourns";"CR0402-FX-39R0GLF";"652-CR0402FX-39R0GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402FX-39R0GLF";"";"";
"R33";"39";"CR0402-FX-39R0GLF";"RESC1005X40N";"Thick Film Resistors - SMD 39 OHM 1%";"";"";"Thick Film Resistors - SMD 39 OHM 1%";"0.4mm";"Bourns";"CR0402-FX-39R0GLF";"652-CR0402FX-39R0GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402FX-39R0GLF";"";"";
"R34";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
"R35";"39";"CR0402-FX-39R0GLF";"RESC1005X40N";"Thick Film Resistors - SMD 39 OHM 1%";"";"";"Thick Film Resistors - SMD 39 OHM 1%";"0.4mm";"Bourns";"CR0402-FX-39R0GLF";"652-CR0402FX-39R0GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402FX-39R0GLF";"";"";
"R51";"49.9";"ERJ-U02F49R9X";"ERJS02_U02_(0402)";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"";"";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"0.4mm";"Panasonic";"ERJ-U02F49R9X";"";"";"";"";
"R52";"49.9";"ERJ-U02F49R9X";"ERJS02_U02_(0402)";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"";"";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"0.4mm";"Panasonic";"ERJ-U02F49R9X";"";"";"";"";
"R53";"49.9";"ERJ-U02F49R9X";"ERJS02_U02_(0402)";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"";"";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"0.4mm";"Panasonic";"ERJ-U02F49R9X";"";"";"";"";
"R54";"49.9";"ERJ-U02F49R9X";"ERJS02_U02_(0402)";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"";"";"Anti-Sulfurated Thick Film Chip Resistor, 0402, 0.1W";"0.4mm";"Panasonic";"ERJ-U02F49R9X";"";"";"";"";
"R55";"220";"CR0402-JW-221GLF";"RESC1005X40N";"Thick Film Resistors - SMD 220 OHM 5%";"CR0402-JW-221GLF";"https://www.arrow.com/en/products/cr0402-jw-221glf/bourns";"Thick Film Resistors - SMD 220 OHM 5%";"0.4mm";"Bourns";"CR0402-JW-221GLF";"652-CR0402JW-221GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402JW-221GLF";"";"";
"R56";"220";"CR0402-JW-221GLF";"RESC1005X40N";"Thick Film Resistors - SMD 220 OHM 5%";"CR0402-JW-221GLF";"https://www.arrow.com/en/products/cr0402-jw-221glf/bourns";"Thick Film Resistors - SMD 220 OHM 5%";"0.4mm";"Bourns";"CR0402-JW-221GLF";"652-CR0402JW-221GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402JW-221GLF";"";"";
"R57";"1M";"CHV0805-FX-1004EST";"RESC2012X60N";"ResHV ST 0805 1M 1% 0.125W TCR100";"";"";"ResHV ST 0805 1M 1% 0.125W TCR100";"0.6mm";"Bourns";"CHV0805-FX-1004EST";"652-CHV0805FX1004EST";"https://www.mouser.co.uk/ProductDetail/Bourns/CHV0805-FX-1004EST?qs=QNEnbhJQKvb69hgGpv9kmQ%3D%3D";"";"";
"R58";"3.01K";"RC0402FR-073K01L";"RESC1005X40N";"Thick Film Resistors - SMD 3.01K OHM 1%";"RC0402FR-073K01L";"https://www.arrow.com/en/products/rc0402fr-073k01l/yageo";"Thick Film Resistors - SMD 3.01K OHM 1%";"0.4mm";"KEMET";"RC0402FR-073K01L";"603-RC0402FR-073K01L";"https://www.mouser.com/Search/Refine.aspx?Keyword=603-RC0402FR-073K01L";"";"";
"R59";"10K";"RC0402FR-0710KP";"RESC1005X40N";"YAGEO - RC0402FR-0710KP - SMD Chip Resistor, 10 kohm, +/- 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose";"RC0402FR-0710KP";"https://www.arrow.com/en/products/rc0402fr-0710kp/yageo?region=nac";"YAGEO - RC0402FR-0710KP - SMD Chip Resistor, 10 kohm, +/- 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose";"0.4mm";"KEMET";"RC0402FR-0710KP";"603-RC0402FR-0710KP";"https://www.mouser.co.uk/ProductDetail/YAGEO/RC0402FR-0710KP?qs=oypCK0zG325Ov8hhvMZZMg%3D%3D";"";"";
"R60";"4.7K";"CR0402-FX-4701GLF";"RESC1005X40N";"Thick Film Resistors - SMD 4.7K OHM 1%";"";"";"Thick Film Resistors - SMD 4.7K OHM 1%";"0.4mm";"Bourns";"CR0402-FX-4701GLF";"652-CR0402FX-4701GLF";"https://www.mouser.co.uk/ProductDetail/Bourns/CR0402-FX-4701GLF?qs=ePR1ZvdkOKK%252Bab9lx6TEtw%3D%3D";"";"";
"R61";"4.7K";"CR0402-FX-4701GLF";"RESC1005X40N";"Thick Film Resistors - SMD 4.7K OHM 1%";"";"";"Thick Film Resistors - SMD 4.7K OHM 1%";"0.4mm";"Bourns";"CR0402-FX-4701GLF";"652-CR0402FX-4701GLF";"https://www.mouser.co.uk/ProductDetail/Bourns/CR0402-FX-4701GLF?qs=ePR1ZvdkOKK%252Bab9lx6TEtw%3D%3D";"";"";
"R114";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
"R115";"2K2";"CR0402-FX-2201GLF";"RESC1005X37N";"BOURNS - CR0402-FX-2201GLF - RES, 2K2, 1%, 0402, THICK FILM";"CR0402-FX-2201GLF";"https://www.arrow.com/en/products/cr0402-fx-2201glf/bourns?region=nac";"BOURNS - CR0402-FX-2201GLF - RES, 2K2, 1%, 0402, THICK FILM";"0.37mm";"Bourns";"CR0402-FX-2201GLF";"652-CR0402FX-2201GLF";"https://www.mouser.co.uk/ProductDetail/Bourns/CR0402-FX-2201GLF?qs=JflQ4L8so%2FvNNp%252Bb%2FjYwIg%3D%3D";"";"";
"R116";"220";"CR0402-JW-221GLF";"RESC1005X40N";"Thick Film Resistors - SMD 220 OHM 5%";"CR0402-JW-221GLF";"https://www.arrow.com/en/products/cr0402-jw-221glf/bourns";"Thick Film Resistors - SMD 220 OHM 5%";"0.4mm";"Bourns";"CR0402-JW-221GLF";"652-CR0402JW-221GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402JW-221GLF";"";"";
"R117";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
"R118";"2K2";"CR0402-FX-2201GLF";"RESC1005X37N";"BOURNS - CR0402-FX-2201GLF - RES, 2K2, 1%, 0402, THICK FILM";"CR0402-FX-2201GLF";"https://www.arrow.com/en/products/cr0402-fx-2201glf/bourns?region=nac";"BOURNS - CR0402-FX-2201GLF - RES, 2K2, 1%, 0402, THICK FILM";"0.37mm";"Bourns";"CR0402-FX-2201GLF";"652-CR0402FX-2201GLF";"https://www.mouser.co.uk/ProductDetail/Bourns/CR0402-FX-2201GLF?qs=JflQ4L8so%2FvNNp%252Bb%2FjYwIg%3D%3D";"";"";
"R119";"220";"CR0402-JW-221GLF";"RESC1005X40N";"Thick Film Resistors - SMD 220 OHM 5%";"CR0402-JW-221GLF";"https://www.arrow.com/en/products/cr0402-jw-221glf/bourns";"Thick Film Resistors - SMD 220 OHM 5%";"0.4mm";"Bourns";"CR0402-JW-221GLF";"652-CR0402JW-221GLF";"https://www.mouser.com/Search/Refine.aspx?Keyword=652-CR0402JW-221GLF";"";"";
"R120";"10K";"CRCW040210K0FKEDC";"RESC1005X35N";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"CRCW040210K0FKEDC";"https://www.arrow.com/en/products/crcw040210k0fkedc/vishay?region=nac";"VISHAY - CRCW040210K0FKEDC - RES, THICK FILM, 10K, 0.063W, 0402";"0.35mm";"Vishay";"CRCW040210K0FKEDC";"71-CRCW040210K0FKEDC";"https://www.mouser.co.uk/ProductDetail/Vishay-Dale/CRCW040210K0FKEDC?qs=E3Y5ESvWgWPiNLcGzwCGPg%3D%3D";"";"";
